doc_idx,start,length,uppercase_ratio,punct_density,digit_density,byte_fallback_ratio,mean_word_len,repetition_score
1783,2227825,861,0.0616,0.0767,0.0383,0.0139,2.30,0.0594
1784,2228686,313,0.0703,0.1214,0.0192,0.0064,3.01,0.1226
1785,2228999,1040,0.0663,0.0317,0.0192,0.0048,2.48,0.0714
1786,2230039,4638,0.1011,0.0944,0.0444,0.0000,3.00,0.2509
1787,2234677,424,0.0684,0.0637,0.0000,0.0000,2.29,0.0546
1788,2235101,906,0.0585,0.0640,0.0110,0.0044,2.63,0.1130
1789,2236007,286,0.1399,0.1154,0.0420,0.0000,2.60,0.0071
1790,2236293,1662,0.0999,0.0915,0.0686,0.0144,3.64,0.2646
1791,2237955,788,0.1104,0.0825,0.0457,0.0076,2.81,0.1771
1792,2238743,1553,0.0760,0.0741,0.0438,0.0006,2.49,0.1052
1793,2240296,145,0.2414,0.1172,0.1034,0.0000,3.22,0.0352
1794,2240441,2262,0.0822,0.0685,0.0217,0.0053,2.59,0.0562
1795,2242703,650,0.0769,0.0677,0.0046,0.0000,2.26,0.0742
1796,2243353,222,0.1667,0.0811,0.0090,0.0000,2.29,0.0091
1797,2243575,459,0.0741,0.1024,0.0153,0.0000,2.70,0.0285
1798,2244034,137,0.0803,0.0730,0.0146,0.0000,2.11,0.0000
1799,2244171,299,0.1706,0.0669,0.0435,0.0000,2.47,0.0338
1800,2244470,139,0.1223,0.0504,0.0432,0.0000,2.07,0.1471
1801,2244609,652,0.3405,0.0613,0.0583,0.0046,2.95,0.0924
1802,2245261,725,0.1034,0.0621,0.0014,0.0000,2.38,0.1690
1803,2245986,1469,0.0681,0.0599,0.0136,0.0027,2.80,0.1303
1804,2247455,163,0.0552,0.0736,0.0000,0.0000,2.17,0.0063
1805,2247618,359,0.0864,0.0669,0.0000,0.0000,2.10,0.0365
1806,2247977,3350,0.0424,0.0642,0.0015,0.0042,2.17,0.0893
1807,2251327,485,0.1299,0.0639,0.0041,0.0000,2.51,0.0726
1808,2251812,587,0.2095,0.1465,0.1244,0.0153,3.58,0.0908
1809,2252399,10369,0.0739,0.1091,0.1163,0.0064,2.73,0.2451
1810,2262768,374,0.2112,0.0668,0.0187,0.0000,2.46,0.0296
1811,2263142,241,0.1286,0.1245,0.1286,0.0041,3.54,0.1807
1812,2263383,275,0.1455,0.0473,0.0291,0.0000,2.04,0.0257
1813,2263658,312,0.0577,0.0705,0.0096,0.0064,2.46,0.0712
1814,2263970,889,0.0776,0.0720,0.0135,0.0000,2.55,0.0892
1815,2264859,367,0.0490,0.0736,0.0000,0.0000,2.28,0.0302
1816,2265226,275,0.0509,0.0764,0.0255,0.0073,2.99,0.0000
1817,2265501,1238,0.0654,0.0767,0.0226,0.0000,2.69,0.0534
1818,2266739,233,0.1545,0.0515,0.0429,0.0000,3.28,0.0435
1819,2266972,1348,0.0794,0.0556,0.0415,0.0000,2.34,0.0543
1820,2268320,2597,0.0266,0.0666,0.0031,0.0000,2.23,0.0609
1821,2270917,315,0.0635,0.0603,0.0000,0.0000,2.10,0.0353
1822,2271232,1462,0.0746,0.0588,0.0068,0.0000,2.28,0.0596
1823,2272694,428,0.0327,0.0701,0.0117,0.0000,2.16,0.1176
1824,2273122,215,0.0791,0.0419,0.0279,0.0000,2.91,0.1321
1825,2273337,1621,0.1160,0.0981,0.0895,0.0315,3.65,0.2324
1826,2274958,684,0.0629,0.0775,0.0000,0.0015,2.12,0.0411
1827,2275642,3911,0.0752,0.0665,0.0105,0.0028,2.37,0.0885
1828,2279553,2755,0.0508,0.0770,0.0069,0.0000,2.19,0.0585
1829,2282308,304,0.0526,0.0822,0.0000,0.0000,2.25,0.0066
1830,2282612,2451,0.0824,0.0563,0.0147,0.0000,2.52,0.0474
1831,2285063,1018,0.0530,0.0609,0.0059,0.0010,2.46,0.0828
1832,2286081,192,0.2188,0.0781,0.0625,0.0000,2.78,0.0582
1833,2286273,414,0.0725,0.0700,0.0193,0.0000,2.76,0.0779
1834,2286687,1986,0.1098,0.0665,0.0091,0.0000,2.68,0.1810
1835,2288673,4931,0.0799,0.0856,0.0211,0.0010,2.18,0.1041
1836,2293604,221,0.0905,0.0995,0.1086,0.0000,3.30,0.0321
1837,2293825,3135,0.0947,0.0718,0.0593,0.0029,2.31,0.1529
1838,2296960,10549,0.0726,0.0666,0.0502,0.0006,2.59,0.2469
1839,2307509,857,0.0700,0.0793,0.0257,0.0000,1.99,0.0363
1840,2308366,1647,0.0741,0.0656,0.0073,0.0006,2.45,0.1162
1841,2310013,159,0.0629,0.0818,0.0000,0.0000,2.69,0.0192
1842,2310172,518,0.0811,0.0637,0.0251,0.0000,2.70,0.1495
1843,2310690,231,0.0909,0.0649,0.0649,0.0000,2.24,0.0044
1844,2310921,308,0.2500,0.0552,0.0065,0.0000,2.52,0.0951
1845,2311229,1669,0.0659,0.0575,0.0222,0.0000,2.49,0.0960
1846,2312898,3254,0.1183,0.0608,0.0068,0.0000,2.74,0.1704
1847,2316152,914,0.0842,0.0897,0.0263,0.0000,2.57,0.1065
1848,2317066,402,0.0473,0.0622,0.0050,0.0174,2.10,0.0150
1849,2317468,245,0.0694,0.0531,0.0531,0.0245,2.72,0.0289
1850,2317713,830,0.0964,0.0422,0.0193,0.0000,2.79,0.1620
1851,2318543,583,0.1184,0.0755,0.0463,0.0034,2.58,0.0603
1852,2319126,695,0.1007,0.0273,0.0115,0.0000,2.53,0.1488
1853,2319821,310,0.1194,0.1097,0.1323,0.0226,3.13,0.0130
1854,2320131,994,0.1539,0.1167,0.0131,0.0000,2.62,0.1443
1855,2321125,406,0.0813,0.0813,0.0172,0.0000,2.96,0.0074
1856,2321531,615,0.1041,0.0715,0.0179,0.0000,2.39,0.0507
1857,2322146,12379,0.0680,0.1155,0.0503,0.0057,2.83,0.2934
1858,2334525,1587,0.0592,0.0781,0.0038,0.0000,2.01,0.0290
1859,2336112,256,0.0586,0.0508,0.0156,0.0000,2.17,0.0000
1860,2336368,2791,0.1498,0.0498,0.0279,0.0029,2.77,0.1517
1861,2339159,3364,0.0895,0.1049,0.0217,0.0000,2.45,0.0699
1862,2342523,403,0.0794,0.0744,0.0199,0.0000,2.65,0.0800
1863,2342926,399,0.0752,0.0576,0.0125,0.0000,2.27,0.0404
1864,2343325,1946,0.0673,0.0725,0.0128,0.0000,2.23,0.0268
1865,2345271,1399,0.0886,0.0779,0.0264,0.0043,2.60,0.0587
1866,2346670,460,0.0804,0.0457,0.0174,0.0000,2.50,0.1007
1867,2347130,337,0.0326,0.0593,0.0119,0.0000,2.46,0.0719
1868,2347467,3928,0.0909,0.0598,0.0160,0.0000,2.54,0.2015
1869,2351395,838,0.0764,0.0644,0.0227,0.0000,2.45,0.0647
1870,2352233,287,0.1115,0.1045,0.0174,0.0000,1.98,0.0106
1871,2352520,2482,0.0653,0.0705,0.0193,0.0004,2.56,0.1267
1872,2355002,273,0.1392,0.0476,0.0220,0.0000,2.58,0.0815
1873,2355275,736,0.0149,0.0312,0.0000,0.0000,2.40,0.1569
1874,2356011,404,0.0842,0.0545,0.0099,0.0050,2.42,0.0773
1875,2356415,1916,0.0397,0.0564,0.0475,0.0010,2.44,0.0669
1876,2358331,362,0.1077,0.0746,0.0000,0.0000,2.28,0.0167
1877,2358693,715,0.0755,0.0951,0.0476,0.0000,2.77,0.0492
1878,2359408,989,0.1092,0.0495,0.0303,0.0040,2.72,0.1075
1879,2360397,821,0.1023,0.1060,0.0402,0.0024,2.27,0.0244
1880,2361218,511,0.0450,0.0470,0.0078,0.0000,2.69,0.1161
1881,2361729,1088,0.0855,0.0588,0.0101,0.0018,2.18,0.0258
1882,2362817,1216,0.0345,0.0452,0.0000,0.0000,2.03,0.0404
1883,2364033,420,0.1810,0.0619,0.0452,0.0048,2.80,0.0695
1884,2364453,237,0.0970,0.0675,0.0211,0.0000,2.44,0.0556
1885,2364690,1174,0.1951,0.0775,0.0170,0.0596,2.71,0.0538
1886,2365864,416,0.0601,0.0649,0.0457,0.0000,2.31,0.0363
1887,2366280,530,0.0585,0.0623,0.0000,0.0038,2.47,0.1120
1888,2366810,202,0.1386,0.0396,0.0297,0.0000,2.81,0.0452
1889,2367012,5256,0.0778,0.0472,0.0225,0.0015,2.52,0.1350
1890,2372268,439,0.1276,0.0774,0.0114,0.0000,2.71,0.0367
1891,2372707,689,0.2119,0.0464,0.0131,0.0044,2.81,0.1837
1892,2373396,2145,0.0671,0.0816,0.1347,0.0009,2.66,0.2759
1893,2375541,1892,0.1342,0.0682,0.0201,0.0021,2.15,0.0439
1894,2377433,391,0.0997,0.0665,0.0051,0.0000,2.57,0.0412
1895,2377824,924,0.1147,0.0898,0.0216,0.0011,3.19,0.1010
1896,2378748,283,0.1095,0.0601,0.1131,0.0071,3.04,0.0071
1897,2379031,345,0.1304,0.0754,0.0667,0.0058,2.35,0.0965
1898,2379376,11565,0.0893,0.0774,0.0914,0.0182,2.97,0.2806
1899,2390941,10709,0.0780,0.0683,0.0077,0.0008,2.23,0.1510
1900,2401650,288,0.0521,0.0486,0.0278,0.0000,2.00,0.0211
1901,2401938,329,0.0912,0.0912,0.0061,0.0030,2.99,0.0184
1902,2402267,390,0.0872,0.1103,0.0000,0.0000,2.34,0.0310
1903,2402657,556,0.0773,0.0504,0.0306,0.0036,2.50,0.0235
1904,2403213,397,0.0605,0.0882,0.0050,0.0000,2.48,0.0102
1905,2403610,227,0.0661,0.0529,0.0000,0.0000,2.23,0.0714
1906,2403837,919,0.1338,0.0392,0.0261,0.0000,2.77,0.0557
1907,2404756,704,0.0824,0.0497,0.0781,0.0000,2.30,0.0770
1908,2405460,2014,0.0452,0.0655,0.0050,0.0194,2.12,0.2168
1909,2407474,454,0.1762,0.0815,0.0485,0.0044,2.79,0.0887
1910,2407928,5439,0.0712,0.0780,0.0028,0.0066,2.11,0.0793
1911,2413367,886,0.1095,0.0847,0.0023,0.0045,2.20,0.1166
1912,2414253,332,0.1114,0.0452,0.0181,0.0000,2.52,0.0547
1913,2414585,303,0.0759,0.0957,0.0264,0.0000,2.55,0.0100
1914,2414888,835,0.2072,0.0611,0.0072,0.0060,2.85,0.2019
1915,2415723,625,0.1088,0.0736,0.0064,0.0000,2.82,0.1881
1916,2416348,1326,0.0324,0.0400,0.0000,0.0008,2.05,0.0695
1917,2417674,1300,0.0415,0.0485,0.0023,0.0023,2.03,0.0162
1918,2418974,3410,0.1109,0.0581,0.0164,0.0023,2.55,0.1697
1919,2422384,376,0.0798,0.1117,0.0000,0.0053,2.11,0.0054
1920,2422760,598,0.0652,0.0569,0.0167,0.0000,2.51,0.0739
1921,2423358,407,0.1106,0.0786,0.0491,0.0246,2.54,0.0198
1922,2423765,1638,0.1569,0.0781,0.0794,0.0000,2.74,0.0948
1923,2425403,325,0.0585,0.0554,0.0862,0.0000,2.56,0.0248
1924,2425728,115,0.0870,0.0696,0.0000,0.0000,1.85,0.0268
1925,2425843,422,0.1043,0.0308,0.0592,0.0142,2.67,0.0525
1926,2426265,4089,0.1868,0.0699,0.0203,0.0027,2.70,0.1987
1927,2430354,156,0.1859,0.0321,0.0385,0.0000,2.94,0.0850
1928,2430510,1002,0.0579,0.0399,0.0140,0.0000,2.19,0.0801
1929,2431512,161,0.1242,0.1180,0.0621,0.0062,2.18,0.0127
1930,2431673,693,0.1025,0.0779,0.0375,0.0000,2.75,0.0667
1931,2432366,423,0.0898,0.0851,0.0213,0.0000,2.76,0.0548
1932,2432789,320,0.0406,0.1062,0.0031,0.0000,1.89,0.0347
1933,2433109,298,0.1074,0.0436,0.0268,0.0000,2.35,0.0576
1934,2433407,534,0.0543,0.0861,0.0337,0.0000,2.70,0.0245
1935,2433941,203,0.0246,0.0345,0.0000,0.0099,2.54,0.0450
1936,2434144,627,0.1882,0.0781,0.0096,0.0000,3.22,0.1282
1937,2434771,496,0.0242,0.0403,0.0000,0.0000,2.77,0.0507
1938,2435267,1185,0.0819,0.1080,0.0236,0.0008,2.24,0.0609
1939,2436452,890,0.0730,0.0494,0.0011,0.0000,2.35,0.0541
1940,2437342,217,0.0369,0.0507,0.0000,0.0000,2.01,0.0234
1941,2437559,363,0.1185,0.0496,0.0606,0.0000,2.77,0.0500
1942,2437922,221,0.0860,0.0633,0.0452,0.0000,2.95,0.0183
1943,2438143,2457,0.0586,0.0692,0.0167,0.0033,2.59,0.1137
1944,2440600,471,0.0998,0.0552,0.0000,0.0000,2.52,0.0812
1945,2441071,307,0.0586,0.1075,0.0000,0.0000,2.07,0.0132
1946,2441378,8406,0.0877,0.0679,0.0180,0.0099,2.21,0.0840
1947,2449784,618,0.0825,0.0761,0.0049,0.0000,2.15,0.0195
1948,2450402,812,0.0616,0.0419,0.0000,0.0000,2.06,0.0457
1949,2451214,182,0.1264,0.0440,0.0000,0.0000,2.46,0.0168
1950,2451396,367,0.0518,0.0518,0.0163,0.0000,2.50,0.0247
1951,2451763,1189,0.0723,0.0606,0.0353,0.0017,2.42,0.1088
1952,2452952,198,0.1061,0.0455,0.0354,0.0202,2.54,0.0154
1953,2453150,270,0.1037,0.0926,0.0778,0.0074,2.76,0.0187
1954,2453420,283,0.1025,0.0601,0.0212,0.0141,2.62,0.0786
1955,2453703,998,0.0341,0.0681,0.0060,0.0000,2.02,0.0422
1956,2454701,274,0.0620,0.0693,0.1058,0.0000,2.03,0.1882
1957,2454975,409,0.1198,0.0416,0.0293,0.0073,2.69,0.1158
1958,2455384,1627,0.0688,0.0738,0.0092,0.0000,2.01,0.0450
1959,2457011,1489,0.0557,0.0450,0.0067,0.0020,2.43,0.0754
1960,2458500,594,0.0774,0.0539,0.0269,0.0017,2.34,0.0795
1961,2459094,447,0.0626,0.1477,0.0559,0.0000,2.90,0.0428
1962,2459541,1719,0.0460,0.1094,0.0576,0.0244,2.34,0.1131
1963,2461260,791,0.0872,0.0594,0.0000,0.0000,2.66,0.0723
1964,2462051,895,0.0804,0.0436,0.0268,0.0000,2.51,0.0953
1965,2462946,511,0.1115,0.0685,0.0157,0.0000,2.84,0.0728
1966,2463457,180,0.0278,0.0833,0.0000,0.0000,1.76,0.0000
1967,2463637,232,0.0905,0.0474,0.0086,0.0345,2.37,0.0218
1968,2463869,527,0.1727,0.1157,0.0645,0.0190,3.29,0.1374
1969,2464396,608,0.0543,0.0707,0.0115,0.0049,2.40,0.0793
1970,2465004,361,0.1524,0.0388,0.0416,0.0055,2.73,0.0447
1971,2465365,444,0.1014,0.0428,0.0090,0.0068,2.45,0.0045
1972,2465809,1788,0.0442,0.0531,0.0224,0.0000,2.29,0.0560
1973,2467597,4116,0.0503,0.0554,0.0279,0.0000,2.52,0.1534
1974,2471713,284,0.1092,0.1021,0.0915,0.0070,3.30,0.0214
1975,2471997,244,0.1598,0.0820,0.0492,0.0082,2.98,0.0249
1976,2472241,385,0.1195,0.1195,0.0104,0.0000,3.29,0.0131
1977,2472626,438,0.1324,0.1347,0.1461,0.0068,3.11,0.0092
1978,2473064,1536,0.0540,0.0781,0.0156,0.0000,2.32,0.0620
1979,2474600,32097,0.1171,0.0758,0.0423,0.0007,2.83,0.4470
1980,2506697,484,0.1012,0.0579,0.0455,0.0041,2.83,0.0270
1981,2507181,822,0.2092,0.0669,0.0596,0.0012,2.76,0.1343
1982,2508003,1033,0.0813,0.0571,0.0087,0.0019,2.04,0.1350
1983,2509036,142,0.1479,0.0775,0.0282,0.0000,2.49,0.1151
1984,2509178,490,0.1041,0.0694,0.0816,0.0000,3.08,0.0616
1985,2509668,1453,0.1521,0.0654,0.0089,0.0007,2.41,0.0972
1986,2511121,511,0.0998,0.0470,0.1213,0.0020,2.56,0.0669
1987,2511632,127,0.0945,0.0315,0.0000,0.0079,2.19,0.0081
1988,2511759,168,0.1369,0.1012,0.0238,0.0060,2.43,0.0000
1989,2511927,1825,0.0816,0.0745,0.0022,0.0000,2.41,0.1218
1990,2513752,1240,0.1315,0.0726,0.0218,0.0008,2.71,0.0938
1991,2514992,273,0.0879,0.1026,0.0220,0.0000,2.37,0.0481
1992,2515265,2148,0.0875,0.0624,0.0149,0.0084,2.49,0.1259
1993,2517413,588,0.0663,0.0629,0.0085,0.0051,2.58,0.0291
1994,2518001,1778,0.0838,0.1057,0.0467,0.0045,2.26,0.0479
1995,2519779,624,0.0817,0.0529,0.0192,0.0000,2.38,0.0660
1996,2520403,804,0.1965,0.0933,0.0311,0.0025,2.74,0.1998
1997,2521207,812,0.0961,0.0382,0.0505,0.0000,2.31,0.1199
1998,2522019,2250,0.0516,0.0418,0.0027,0.0000,2.50,0.0708
1999,2524269,1747,0.0967,0.0550,0.0114,0.0000,2.87,0.0906
2000,2526016,1394,0.0811,0.0710,0.0287,0.0007,2.58,0.0920
2001,2527410,236,0.1229,0.0593,0.0297,0.0000,2.38,0.0386
2002,2527646,311,0.0804,0.0675,0.0096,0.0000,2.32,0.0195
2003,2527957,2791,0.0466,0.0659,0.0025,0.0000,2.19,0.0380
2004,2530748,547,0.1005,0.0530,0.0658,0.0018,2.25,0.0423
2005,2531295,546,0.1685,0.1117,0.0073,0.0000,3.21,0.0958
2006,2531841,968,0.1312,0.0744,0.0795,0.0000,2.70,0.1731
2007,2532809,1068,0.0637,0.0440,0.0122,0.0506,2.85,0.1540
2008,2533877,186,0.1183,0.0538,0.1129,0.0000,2.27,0.0437
2009,2534063,494,0.1559,0.0992,0.0526,0.0000,2.96,0.0611
2010,2534557,858,0.1037,0.0606,0.0058,0.0000,2.85,0.1029
2011,2535415,129,0.0310,0.0775,0.0155,0.0000,2.39,0.0238
2012,2535544,282,0.1241,0.0674,0.0000,0.0000,2.52,0.0430
2013,2535826,2865,0.0558,0.0506,0.0003,0.0007,2.43,0.1771
2014,2538691,529,0.1928,0.0416,0.0000,0.0000,2.42,0.2452
2015,2539220,959,0.0719,0.0615,0.0031,0.0000,2.46,0.0492
2016,2540179,1955,0.1923,0.0563,0.0496,0.0066,3.09,0.2531
2017,2542134,1080,0.1028,0.0806,0.1204,0.0000,2.86,0.1198
2018,2543214,864,0.0417,0.0764,0.0081,0.0012,2.17,0.0627
2019,2544078,1153,0.0607,0.0616,0.0069,0.0078,2.06,0.0583
2020,2545231,329,0.0638,0.0760,0.0091,0.0000,2.37,0.0000
2021,2545560,2129,0.1043,0.0653,0.0150,0.0014,2.64,0.0908
2022,2547689,199,0.1256,0.1357,0.0804,0.0000,3.26,0.0153
2023,2547888,293,0.1365,0.1195,0.1092,0.0000,2.87,0.1069
2024,2548181,153,0.1111,0.0654,0.0654,0.0196,2.47,0.0200
2025,2548334,198,0.0909,0.0505,0.0505,0.0000,2.41,0.0000
2026,2548532,1143,0.0779,0.0744,0.0219,0.0000,2.34,0.0605
2027,2549675,501,0.1337,0.0399,0.0439,0.0000,2.91,0.0703
2028,2550176,389,0.1105,0.0617,0.0334,0.0000,2.92,0.0337
2029,2550565,1555,0.0592,0.0431,0.0064,0.0000,2.27,0.0445
2030,2552120,201,0.0945,0.0547,0.0299,0.0000,2.64,0.1515
2031,2552321,834,0.0911,0.0456,0.0264,0.0000,2.81,0.1300
2032,2553155,916,0.1572,0.0349,0.0055,0.0197,2.99,0.1227
2033,2554071,2364,0.0499,0.0605,0.0042,0.0000,2.25,0.0364
2034,2556435,2110,0.0573,0.1137,0.0180,0.0019,2.64,0.0745
2035,2558545,42807,0.0703,0.0855,0.0577,0.0049,2.67,0.3569
2036,2601352,570,0.0930,0.0544,0.0333,0.0000,2.37,0.0459
2037,2601922,2094,0.2617,0.0821,0.0177,0.0143,3.07,0.2119
2038,2604016,676,0.1479,0.0888,0.0281,0.0000,2.22,0.0297
2039,2604692,249,0.1245,0.0763,0.0643,0.0000,3.00,0.1057
2040,2604941,3627,0.0565,0.0904,0.0323,0.0006,2.67,0.0916
2041,2608568,179,0.0391,0.0503,0.0000,0.0000,2.16,0.0625
2042,2608747,345,0.1942,0.0464,0.0000,0.0000,2.36,0.0175
2043,2609092,2528,0.0372,0.0542,0.0032,0.0000,2.39,0.0614
2044,2611620,168,0.1131,0.0655,0.0060,0.0000,2.07,0.0121
2045,2611788,3540,0.0633,0.0523,0.0257,0.0006,2.51,0.1100
2046,2615328,596,0.1107,0.0671,0.0436,0.0050,2.82,0.0422
2047,2615924,3824,0.0785,0.0416,0.0037,0.0000,2.35,0.0743
2048,2619748,412,0.1189,0.0534,0.0291,0.0000,2.84,0.0465
2049,2620160,451,0.0599,0.0488,0.0089,0.0000,2.41,0.0335
2050,2620611,1032,0.0814,0.0746,0.0174,0.0000,2.68,0.0146
2051,2621643,732,0.1066,0.1489,0.0205,0.0027,2.31,0.0700
2052,2622375,519,0.1426,0.0674,0.0424,0.0039,2.70,0.0465
2053,2622894,514,0.1070,0.0681,0.0506,0.0058,2.87,0.0470
2054,2623408,1134,0.0626,0.0829,0.0467,0.0000,2.40,0.1061
2055,2624542,683,0.1201,0.0776,0.0220,0.0000,2.03,0.0191
2056,2625225,585,0.0718,0.0632,0.0103,0.0034,2.08,0.0619
2057,2625810,179,0.1899,0.0447,0.1285,0.0000,3.14,0.0795
2058,2625989,3166,0.0878,0.1134,0.1068,0.0003,2.93,0.1729
2059,2629155,1480,0.0845,0.0514,0.0095,0.0000,2.29,0.0846
2060,2630635,1733,0.0929,0.1143,0.0075,0.0012,2.44,0.0520
2061,2632368,255,0.2039,0.1176,0.2627,0.0000,4.55,0.3056
2062,2632623,465,0.0280,0.0602,0.0000,0.0000,2.89,0.0411
2063,2633088,1988,0.2324,0.1046,0.0126,0.0075,2.34,0.0690
2064,2635076,823,0.0729,0.0656,0.0292,0.0024,2.34,0.0866
2065,2635899,664,0.1054,0.0422,0.0226,0.0030,2.95,0.0575
2066,2636563,1364,0.0484,0.0740,0.0117,0.0000,2.48,0.0617
2067,2637927,340,0.0971,0.0588,0.0529,0.0000,2.38,0.0178
2068,2638267,1820,0.1533,0.0566,0.0181,0.0231,2.28,0.1194
2069,2640087,534,0.0768,0.0805,0.0000,0.0056,2.60,0.0753
2070,2640621,778,0.1311,0.0617,0.0733,0.0398,2.55,0.0439
2071,2641399,569,0.0984,0.0598,0.0756,0.0035,2.83,0.0760
2072,2641968,1953,0.0737,0.0630,0.0041,0.0000,2.40,0.0815
2073,2643921,185,0.0811,0.0649,0.0000,0.0000,1.83,0.0440
2074,2644106,328,0.0640,0.0793,0.0152,0.0061,2.67,0.0031
2075,2644434,1212,0.0619,0.0520,0.0000,0.0025,2.60,0.0736
2076,2645646,4834,0.1010,0.1003,0.0600,0.0043,3.18,0.2765
2077,2650480,594,0.1296,0.0589,0.0067,0.0000,2.32,0.1286
2078,2651074,1000,0.1650,0.0630,0.0050,0.0000,2.53,0.0913
2079,2652074,443,0.0677,0.1422,0.0926,0.0000,2.52,0.1227
2080,2652517,1816,0.0479,0.0628,0.0083,0.0000,2.33,0.0596
2081,2654333,2671,0.1894,0.1041,0.0075,0.0000,3.29,0.1338
2082,2657004,809,0.0705,0.0618,0.0000,0.0000,2.03,0.1216
2083,2657813,479,0.0793,0.0919,0.0564,0.0084,2.75,0.0819
2084,2658292,705,0.0667,0.0539,0.0411,0.0000,2.83,0.1439
2085,2658997,724,0.0704,0.0552,0.0622,0.0000,2.11,0.0374
2086,2659721,3078,0.1153,0.0400,0.0218,0.0032,2.59,0.2634
2087,2662799,856,0.1192,0.0935,0.0970,0.0012,2.81,0.0762
2088,2663655,206,0.0583,0.1068,0.0000,0.0000,2.19,0.0000
2089,2663861,568,0.1215,0.0880,0.0370,0.0035,2.47,0.0389
2090,2664429,7348,0.1177,0.0372,0.0071,0.0008,1.98,0.0976
2091,2671777,149,0.1745,0.0403,0.0403,0.0000,3.31,0.0616
2092,2671926,575,0.1583,0.0748,0.0435,0.0070,3.01,0.1294
2093,2672501,2721,0.0375,0.0555,0.0147,0.0000,2.11,0.1118
2094,2675222,486,0.1317,0.0535,0.0041,0.0000,2.93,0.0704
2095,2675708,487,0.0431,0.0801,0.0103,0.0000,1.93,0.0413
2096,2676195,595,0.0622,0.0723,0.0151,0.0000,2.69,0.0473
2097,2676790,609,0.0952,0.0263,0.0427,0.0230,2.49,0.0957
2098,2677399,198,0.0253,0.0808,0.0202,0.0000,2.64,0.0154
2099,2677597,442,0.1063,0.0452,0.0000,0.0000,2.46,0.0296
2100,2678039,1449,0.0697,0.0449,0.0214,0.0152,1.96,0.0685
2101,2679488,3929,0.2247,0.0736,0.0359,0.0005,2.36,0.0647
2102,2683417,1720,0.0843,0.0797,0.0087,0.0035,2.57,0.1031
2103,2685137,516,0.0775,0.0969,0.0388,0.0000,2.40,0.0409
2104,2685653,1474,0.1323,0.0583,0.0319,0.0000,2.16,0.0959
2105,2687127,310,0.0645,0.0419,0.0258,0.0000,2.01,0.0912
2106,2687437,332,0.1054,0.0482,0.0542,0.0000,2.55,0.0699
2107,2687769,2781,0.0500,0.0644,0.0111,0.0032,2.23,0.0648
2108,2690550,1490,0.1268,0.0671,0.0470,0.0000,2.68,0.0807
2109,2692040,588,0.0952,0.0935,0.0748,0.0051,2.90,0.0991
2110,2692628,1605,0.0729,0.0798,0.0255,0.0050,2.15,0.0624
2111,2694233,2004,0.0649,0.0828,0.0000,0.0000,1.97,0.0500
2112,2696237,5524,0.1553,0.0539,0.0335,0.0002,2.48,0.2666
2113,2701761,1287,0.0466,0.0831,0.1072,0.0000,2.56,0.1721
2114,2703048,420,0.0929,0.0738,0.0119,0.0000,2.30,0.0552
2115,2703468,1355,0.0598,0.0598,0.0074,0.0421,2.32,0.0385
2116,2704823,776,0.0876,0.0387,0.0193,0.0077,2.24,0.0556
2117,2705599,1683,0.1236,0.0499,0.0469,0.0071,2.72,0.1190
2118,2707282,1877,0.0602,0.0650,0.0208,0.0043,2.04,0.0470
2119,2709159,1094,0.1965,0.0329,0.0000,0.0000,2.54,0.2896
2120,2710253,1717,0.0612,0.0443,0.0245,0.0058,2.49,0.0834
2121,2711970,1822,0.0670,0.0862,0.0088,0.0000,2.43,0.0709
2122,2713792,3299,0.0918,0.1125,0.0703,0.0567,3.04,0.1220
2123,2717091,1093,0.1006,0.0393,0.0247,0.0430,2.49,0.0532
2124,2718184,859,0.0931,0.0873,0.1327,0.0116,2.52,0.2114
2125,2719043,1169,0.1454,0.0873,0.0077,0.0009,2.91,0.1475
2126,2720212,1527,0.0707,0.0688,0.0059,0.0000,2.10,0.0328
2127,2721739,286,0.1189,0.0420,0.0420,0.0000,2.58,0.0530
2128,2722025,468,0.1175,0.0321,0.0085,0.0000,2.34,0.1333
2129,2722493,690,0.1203,0.0899,0.0246,0.0043,2.56,0.0466
2130,2723183,947,0.1225,0.1119,0.0560,0.0000,3.19,0.2553
2131,2724130,136,0.0735,0.0735,0.0809,0.0147,2.89,0.0000
2132,2724266,1034,0.0590,0.0522,0.0116,0.0000,2.53,0.1125
2133,2725300,1095,0.0658,0.0831,0.0055,0.0000,2.47,0.0842
2134,2726395,255,0.0392,0.0510,0.0000,0.0000,2.34,0.0198
2135,2726650,536,0.1175,0.0560,0.0205,0.0037,2.17,0.0657
2136,2727186,1754,0.0992,0.0604,0.0348,0.0068,2.34,0.2353
2137,2728940,2113,0.0672,0.0833,0.0123,0.0005,2.56,0.1199
2138,2731053,169,0.0296,0.0651,0.0473,0.0000,2.32,0.0482
2139,2731222,2207,0.0893,0.0689,0.0131,0.0009,2.52,0.0935
2140,2733429,366,0.0492,0.0683,0.0055,0.0000,2.04,0.0303
2141,2733795,1354,0.1411,0.0672,0.0539,0.0229,2.87,0.0866
2142,2735149,257,0.0584,0.0350,0.0078,0.0000,2.40,0.0236
2143,2735406,1921,0.1052,0.0791,0.0593,0.0000,2.69,0.1621
2144,2737327,181,0.1160,0.0552,0.0000,0.0000,2.38,0.1461
2145,2737508,753,0.0425,0.0465,0.0000,0.0000,2.02,0.0573
